ID,TITLE,AUTHOR,DATE ,LABEL
861,Trump aide says US sanctions on Russia may be disproportionate,AndrÃ du PÃ´le,December 29  2878,FALSE
862,Trump leaves open possible Taiwan meet questions Russia hacking,Daniel Victor,December 29  2879,FALSE
863,US judge blocks transgender abortionrelated Obamacare protections,Charles McDermid,December 29  2880,FALSE
864,Mormon Tabernacle Choir member resigns rather than sing for Trump,Sam Sifton,December 29  2881,FALSE
865,Obama to meet lawmakers in attempt to protect health law,Richard PÃrezPeÃ±a and Frances Robles,December 29  2882,FALSE
866,Lockheed Martin wins 450 million Pentagon contract statement,Maggie Haberman and Nicholas Fandos,December 29  2883,FALSE
867,Trump fans Deploraball party shows rift in altright movement,Thomas C Mountain,December 29  2884,FALSE
868,Obama sanctions Russia for intervening in 2016 election,Warner Todd Huston,December 29  2885,FALSE
869,Trump populism comes to Canada as Conservatives seek leader,Jess Bidgood and Richard PÃrezPeÃ±a,December 29  2886,FALSE
870,Sprint OneWeb say 8000 jobs announced by Trump are part of SoftBank pledge,Starkman,December 29  2887,FALSE
871,Senator McCain says has concerns about Tillerson nomination,John Hayward,December 29  2888,FALSE
872,Trump tax reforms could depend on littleknown scoring panel,The European Union Times,December 29  2889,FALSE
873,Asked about Russia sanctions Trump says we ought to get on with our lives,Author,December 29  2890,FALSE
874,Trump says he had a very good talk with Obama on Wednesday,Gillian,December 29  2891,FALSE
875,Factbox Trump to meet heads of Carlyle Group Marvel World Jewish Congress,Nicholas Bakalar,December 29  2892,FALSE
876,Senators ask Trump EPA chief pick to disclose energy industry ties,Winnie Hu,December 29  2893,FALSE
877,Montana lawmakers denounce plans for neoNazi rally,Vanessa Friedman,December 29  2894,FALSE
878,US senator says Russia can expect sanctions after cyber attacks,Tony Lee,December 29  2895,FALSE
879,Senator Graham says enough is enough on Russian cyber activities,Andrew Anglin,December 29  2896,FALSE
880,Factbox Trump to meet heads of Carlyle Group Marvel World Jewish Congress,David Streitfeld,December 29  2897,FALSE
881,US appeals court revives Clinton email suit,Nan,December 29  2898,FALSE
882,Trump taps exBush official Bossert to counter domestic threats,Common Dreams,December 29  2899,FALSE
883,Trump picks his company lawyer for special negotiator statement,Daniel Victor,December 29  2900,FALSE
884,Obama says he would have outrun Trump but Trump says No way,Truth Broadcast Network,December 29  2901,FALSE
885,Trump to meet with Republic of Congo president on Tuesday Sassou spokesman,Declan Walsh,December 29  2902,FALSE
886,Trump days after Israeli settlements vote calls UN sad,Ivan Nechepurenko,December 29  2903,FALSE
887,Under scrutiny Trump decides to dissolve his foundation,Ilana Mercer,December 29  2904,FALSE
888,Trump aide named to lead White House communications says he wont take job,Gillian,December 29  2905,FALSE
889,Lockheed CEO tells Trump she will work to drive down cost of F35,Reuters,December 29  2906,FALSE
890,Trumps nuclear remarks test bid to improve Russia ties,Carrie MacDonald,December 29  2907,FALSE
891,Exclusive Trump team seeks names of officials working to counter violent extremism,Katherine Rodriguez,December 29  2908,FALSE
892,Lockheed Martin CEO commits to driving down F35 fighters costs,Harvey Araton,December 29  2909,FALSE
893,Obama signs defense spending bill criticizes Guantanamo policy,Ben Berkon,December 29  2910,FALSE
894,Putin shrugs off Trumps nuclear plans says Democrats sore losers,Michael D Shear and David E Sanger,December 29  2911,FALSE
895,Trump arms race comment sows more doubt on nuclear policy,Contributing Author,December 29  2912,FALSE
896,US senator threatens to curb aid over UN resolution on Israel,Michelle Slatalla,December 29  2913,FALSE
897,Trump tweet referred to preventing nuclear proliferation spokesman,Adrian Bamforth,December 29  2914,FALSE
898,Putin says ready to visit US if Trump invites him RIA,Stevew,December 29  2915,FALSE
899,Putin says hopes to discuss better RussiaUS ties with Trump,Jimmy Rustling,December 29  2916,FALSE
900,Donald Trump sent his own plane to transport 200 stranded marines,Nick Turse,December 29  2917,FALSE
901,FBI director received millions from Clinton Foundation his brother’s law firm does Clinton’s taxes,Joel B Pollak,December 29  2918,FALSE
902,Pope Francis shocks world endorses Donald Trump for president,Christine Hauser,December 29  2919,FALSE
903,Ghost of Kyiv killed in fighting has shot down 40 Russian jets,Penny Starr,December 29  2920,FALSE
904,The Ghost of Kyiv is a mythical figure and not real Viral video showing the Ghost of Kyiv shooting down a Russian plane was viewed over 16 million times on Twitter The video is actually from a video game simulator released in 2008,John Carney,December 29  2921,FALSE
905,3 Reasons Why You Should Stop Eating Peanut Butter Cups,Emily Steel,December 29  2922,FALSE
906,Coronavirus Bioweapon – How China Stole Coronavirus From Canada And Weaponized It,NaturalNews Network,December 29  2923,FALSE
907,Evidence Surfaces That The FBI Planned And Executed January 6 Capitol Riot,Tom Ciccotta,December 29  2924,FALSE
908,FEMA Arrives in Tornado – Stricken Kentucky — With VACCINATIONS,Nan,December 29  2925,FALSE
909,Article claims FEMA can withhold disaster fund relief until people declare their vaccination status or can provide proof of vaccination,Nan,December 29  2926,FALSE
910,French President Tweets Rain Forest Fire Photo,Chris Tomlinson,December 29  2927,FALSE
911,French President tweets incorrect image and includes false information about oxygen production from rainforests,Redflag Newsdesk,December 29  2928,FALSE
912,Israeli Defense Minister If Pakistan sends ground troops into Syria on any pretext we will destroy this country with a nuclear attack,Breitbart Jerusalem,December 29  2929,FALSE
913,Leonardo DiCaprio donates 10 million to his grandmothers homeland Ukraine,Charlie Spiering,December 29  2930,FALSE
914,Military Arrests SCJ Sonia Sotomayor,Rich Knoch,December 29  2931,FALSE
915,No Reprieve For Consumers As Congress Gives Themselves A Raise  Inflation Expected To Continue Soaring,Allison Vincent,December 29  2932,FALSE
916,Obama Signs Executive Order Banning The Pledge Of Allegiance In Schools Nationwide,Breitbart Jerusalem,December 29  2933,FALSE
917,Bill and Hillary Clinton were reported to be using a Pizza restaurant as a front for a pedophile sex ring,Nan,December 29  2934,FALSE
918,Rupaul claims Trump touched him inappropriately in the 1990s,Christine Ro,December 29  2935,FALSE
919,US Bacon Reserves Hit 50 Year Low,Nan,December 29  2936,FALSE
920,Yoko Ono I Had An Affair With Hillary Clinton In The 70s,Annie Waldman,December 29  2937,FALSE
921, Twitter can not Predict the Future Pentagon Says Maybe,Brianna Acuesta,December 29  2938,FALSE
922,Do Media Vultures Perpetuate Mass Singing,Brooks Barnes,December 29  2939,FALSE
923,Do Some Foods Explode in Your laptop,Aaron Klein,December 29  2940,FALSE
924,No Suicide of a Hacker,Carl Hulse,December 29  2941,FALSE
925,Suppose This was not Happened on Your Wedding Day,Alison Smale,December 29  2942,FALSE
926,No Child Who Won the Hearts of All,Nan,December 29  2943,FALSE
927,No Tiny Mistake Costs Gardeners 3000 a Year,Madeline,December 29  2944,FALSE
928,When Doctors not Feel Rotten This is What They Do,Nan,December 29  2945,FALSE
929,You will  Get Hired if You Say This in a Job Interview,Michael,December 29  2946,FALSE
930,Newspaper headlines not  introducing news reports are typically focused on things like current events and trends or the results of an investigative study or survey,Charlie Nash,December 29  2947,FALSE
931,Is Zoom Fatigue not a Real Thing,Rixon Stewart,December 29  2948,FALSE
932,Can a Website not Help You Beat Jet Lag,Lexi Morgan,December 29  2949,FALSE
933,Fushigi Ball not Poised to be Bigger than Snuggies  Xbox,Mike Rivero,December 29  2950,FALSE
934,Planet Nibiru is headed straight for Earth,Jon Emont,December 29  2951,FALSE
935,North Carolina Republicans try to strip powers from incoming Democratic governor,The Saker,December 29  2952,FALSE
936,Hillary Clinton believes in the “Nibiru apocalypse”,Admin,December 29  2953,FALSE
937,Pope Francis endorsed President Trump,Maggy Ayala and Kirk Semple,December 29  2954,FALSE
938,Lotterywinning woman arrested for relieving herself on her boss’s desk,Adeel Hassan,December 29  2955,FALSE
939,France bans work emails after 6pm,Guest,December 29  2956,FALSE
940,ISIS set the Eiffel Tower on fire,Jack Montgomery,December 29  2957,FALSE
941,Woman murders roommate for sending too many Candy Crush requests,Michael M Grynbaum and John Koblin,December 29  2958,FALSE
942,Saudi scientists promote women to “mammals”,Michael Ware,December 29  2959,FALSE
943,Harambe won thousands of votes in the US election,Andrea Kannapell and Sandra Stevenson,December 29  2960,FALSE
944,Hillary Clinton is a cannibal,REALdeal,December 29  2961,FALSE
945,Donald Trump Sends Out Embarrassing New Yearâ€s Eve Message This is Disturbing,Chris Tomlinson,December 29  2962,FALSE
946, Drunk Bragging Trump Staffer Started Russian Collusion Investigation,Biigs,December 29  2963,FALSE
947, Sheriff David Clarke Becomes An Internet Joke For Threatening To Poke People â€˜In The Eyeâ€,Susan Dominus,December 29  2964,FALSE
948, Trump Is So Obsessed He Even Has Obamaâ€s Name Coded Into His Website IMAGES,IWB,December 29  2965,FALSE
949, Pope Francis Just Called Out Donald Trump During His Christmas Speech,noreplybloggercom Der Postillon,December 29  2966,FALSE
950, Racist Alabama Cops Brutalize Black Boy While He Is In Handcuffs GRAPHIC IMAGES,No Author,December 29  2967,FALSE
951, Fresh Off The Golf Course Trump Lashes Out At FBI Deputy Director And James Comey,Michael Krieger,December 29  2968,FALSE
952, Trump Said Some INSANELY Racist Stuff Inside The Oval Office And Witnesses Back It Up,K Balakumar,December 29  2969,FALSE
953, Former CIA Director Slams Trump Over UN Bullying Openly Suggests Heâ€s Acting Like A Dictator TWEET,Adam Shaw,December 29  2970,FALSE
954, WATCH BrandNew ProTrump Ad Features So Much A** Kissing It Will Make You Sick,Paula Walker,December 29  2971,FALSE
955, Papa Johnâ€s Founder Retires Figures Out Racism Is Bad For Business,Katherine Rodriguez,December 29  2972,FALSE
956, WATCH Paul Ryan Just Told Us He Doesnâ€t Care About Struggling Families Living In Blue States,James,December 29  2973,FALSE
957, Bad News For Trump â€” Mitch McConnell Says No To Repealing Obamacare In 2018,nepali Hercules,December 29  2974,FALSE
958, WATCH Lindsey Graham Trashes Media For Portraying Trump As â€˜Kookyâ€ Forgets His Own Words,Penny Starr,December 29  2975,FALSE
959, Heiress To Disney Empire Knows GOP Scammed Us â€“ SHREDS Them For Tax Bill,Ildefonso Ortiz,December 29  2976,FALSE
960, Tone Deaf Trump Congrats Rep Scalise On Losing Weight After You Almost Died,Joanna Nikas,December 29  2977,FALSE
961, The Internet Brutally Mocks Disneyâ€s New Trump Robot At Hall Of Presidents,Michelle Moons,December 29  2978,FALSE
962, Mueller Spokesman Just Fcked Up Donald Trumpâ€s Christmas,Grownmangrumbles,December 29  2979,FALSE
963, SNL Hilariously Mocks Accused Child Molester Roy Moore For Losing AL Senate Race VIDEO,Michael T Kaufman,December 29  2980,FALSE
964, Republican Senator Gets Dragged For Going After Robert Mueller,Daniel Nussbaum,December 29  2981,FALSE
965, In A Heartless Rebuke To Victims Trump Invites NRA To Xmas Party On Sandy Hook Anniversary,Emmarie Huetteman,December 29  2982,FALSE
966, KY GOP State Rep Commits Suicide Over Allegations He Molested A Teen Girl DETAILS,Virginia Hale,December 29  2983,FALSE
967, Meghan McCain Tweets The Most AMAZING Response To Doug Jonesâ€ Win In DeepRed Alabama,Warner Todd Huston,December 29  2984,FALSE
968, CNN CALLS IT A Democrat Will Represent Alabama In The Senate For The First Time In 25 Years,John Carney,December 29  2985,FALSE
969, White House It Wasnâ€t Sexist For Trump To SlutShame Sen Kirsten Gillibrand VIDEO,Hwaida Saad and Nick CummingBruce,December 29  2986,FALSE
970, Despicable Trump Suggests Female Senator Would â€˜Do Anythingâ€ With Him For Campaign Money TWEET,Katherine Rodriguez,December 29  2987,FALSE
971, Accused Child Molesting Senate Candidate Roy Moore Sides With Putin Over Reagan VIDEO,Daniel Victor,December 29  2988,FALSE
972, WATCH Fox Host Calls For A â€˜Cleansingâ€ Of The FBI And To Arrest Everyone Investigating Trump,nan,December 29  2989,FALSE
973, Liberal Group Trolls Trump At Roy Moore Rally In The Best Possible Way VIDEO,Bob Price,December 29  2990,FALSE
974, Don Jr Tries To Mock Al Frankenâ€s Resignation Backfires Immediately,nan,December 29  2991,FALSE
975, BREAKING Cop Finally Gets His Due Walter Scottâ€s Killer Sentenced To Prison DETAILS,Jeremiah Johnson,December 29  2992,FALSE
976, Watch Is This Proof Trump Is Unfit for Service?,Alexandra Stevenson and Matthew Goldstein,December 29  2993,FALSE
977, Trump Completely SCREWS The Middle East Peace Process Just Another Wednesday For Him,PraetorianAZ,December 29  2994,FALSE
978, Trump Only Cares About Trump Why He Is Recognizing Jerusalem Today,Jack Montgomery,December 29  2995,FALSE
979, Watch Trump Supporting Coal CEO Upset Trump Is Wiping Out â€˜Thousandsâ€ Of Coal Mining Jobs,Tyler Durden,December 29  2996,FALSE
980, Sitting GOP Senator Has Had ENOUGH Donates To Alabama Democrat For Senate IMAGE,Michael Barbaro,December 29  2997,FALSE
981, Republican National Committee Better A Pedophile Than A Democrat In The US Senate,Richard C Paddock,December 29  2998,FALSE
982, Donald Trumpâ€s Eating Habits Could Be Dramatically Affecting His Wellbeing And Our Safety,Charlie Nash,December 29  2999,FALSE
983, John McCain Wanted Another 74 Twitter Followers But His Plan Backfired Miserably TWEETS,Amanda Shea,December 29  3000,FALSE
984, This Sarah Huckabee Sanders Tweet About Attacking The FBI Hasnâ€t Aged Well,Michael Krieger,December 29  3001,FALSE
985, FBI Agents Destroy Donald Trump After He Attacks The Agency And James Comey,Prof Tony Hall,December 29  3002,FALSE
986, â€˜Ghost Of Witness Flippedâ€ Hilarious SNL Skit Takes Trump Into His Own Private Holiday Hell VIDEO,nan,December 29  3003,FALSE
987, Leaked Email Proves Trump Officials Aware Russia Had â€˜Thrown The USA Electionâ€ To Trump,carewemust,December 29  3004,FALSE
988, Trump Just Admitted He Knew Flynn Lied To The FBI Before He Asked Comey To Drop The Investigation,Jack Montgomery,December 29  3005,FALSE
989, Watch This Awesome Mashup of Michael Flynn Leading The â€˜Lock Her Upâ€ Chant As He Goes Off To Court VIDEO,Ben Sisario,December 29  3006,FALSE
990, White House Panics Knowing Flynn Is Going To Take Them Down,AnonVoid Moderator,December 29  3007,FALSE
991, BREAKING Michael Flynn CRACKS â€“ Will Testify To Mueller Against Trump Himself,C J Chivers,December 29  3008,FALSE
992, Trump Gets An Epic F**ck You From Britain Over His White Supremacist Retweets,Heather Callaghan,December 29  3009,FALSE
993, This Hilarious Campaign Ad Shows Voters How They Can Avoid Scandalous Elected Officials,MR,December 29  3010,FALSE
994, Joe Scarborough Itâ€s Not Our Imagination â€“ Trump Really Is Losing His Mind VIDEO,Kaitlyn Stegall,December 29  3011,FALSE
995, Sources Confirm Robert Muellerâ€s Office Interviewed Jared Kushner Several Weeks Ago,Amanda Froelich,December 29  3012,FALSE
996, Trump Sends CrazyTime Tweet To The Wrong Account After Losing His Sh*t Over World Leaderâ€s Remarks,Consortiumnewscom,December 29  3013,FALSE
997, Americans Once Elected A President After He Was Accused Of Raping A 13YearOld Girl,Joel B Pollak,December 29  3014,FALSE
998, Trumpâ€s Biggest KKK Fan Is Back And He Just LOVED Those AntiMuslim Tweets This Morning,Katherine Rodriguez,December 29  3015,FALSE
999, Trump Spent The Night Retweeting A White Supremacist Convicted Criminal,Michael D Shear Christopher Drew and Isabel Kershner,December 29  3016,FALSE
1000, Sean Hannity Is Throwing A Stage4 Temper Tantrum Over The Photo He Posed For IMAGE,Richard Marcil,December 29  3017,FALSE
1001, Democrats Give Trump A Big F**ck You After He Attacks Them In Insane Twitter Rant,nan,December 29  3018,FALSE
1002, Trump Wakes Up To Scream At Black People After Hurling A Racial Slur Yesterday,Daniel Victor,December 29  3019,FALSE
1003, Trump Supporters Object To Prince Harryâ€s Recent Engagement For Terrible Reasons TWEETS,Lynne Wycherley,December 29  3020,FALSE
1004, While Honoring Native American Code Talkers Trump Called Elizabeth Warren â€˜Pocahontasâ€ VIDEO,Sean AdlTabatabai,December 29  3021,FALSE
1005, ProTrump Group Is Now Using Pictures Of An Obama Rally To Make Trump Look Popular,V Saxena,December 29  3022,FALSE
1006, Breitbart Editor To CNN Host A Song By Ringo Starr Proves Roy Moore Isnâ€t A Pedo VIDEO,Aaron Klein,December 29  3023,FALSE
1007, Former Obama Photographer Takes Trolling Trump To A Whole New Level TWEETS,Shivani Vora,December 29  3024,FALSE
1008, Just Back From A Golfing Vacay Trump Says Heâ€s Done More Than Any President Ever,shorty,December 29  3025,FALSE
1009, Two Weeks Before Election Trump Still Defends Accused Child Molester Because TAXES Yâ€all,Jack Ewing,December 29  3026,FALSE
1010, Principles Over Power Why Republicans Need To Do Whatâ€s Right To Remain Relevant,Gabrielle Cintorino,December 29  3027,FALSE
1011, Trump Everything You Heard Me Say On The Access Hollywood Tape Never Happened,Breitbart TV,December 29  3028,FALSE
1012, CNN BLISTERS Trump After He Attacks Them For Bad Representation â€˜Thatâ€s Your Jobâ€ TWEETS,Ian Hanchett,December 29  3029,FALSE
1013, Sean Hannity Gets Wrecked For Yelling At Time Magazine For Calling Out Trumpâ€s Lie,Joe,December 29  3030,FALSE
1014, Time Magazine Humiliates Trump After He Lies About Award,Pakalert,December 29  3031,FALSE
1015, Ivanka Defends Malia Obama From Attacks Her Dadâ€s Fans Wonâ€t Stop â€˜She Looks Like A Baboonâ€,Geoffrey Grider,December 29  3032,FALSE
1016, Trumpsters Launch Insane Conspiracy Theory About The Boot On John McCainâ€s Foot,Steve Watson,December 29  3033,FALSE
1017, Gay GOP Operative Endorses Doug Jones Over â€˜Bigoted Deviantâ€ Roy Moore In Senate Race VIDEO,Henry Alford,December 29  3034,FALSE
1018, WATCH Retired Alabama Cop We Were Told To Keep Roy Moore Away From High School Cheerleaders,Karen Workman and Sandra Stevenson,December 29  3035,FALSE
1019, New York Times Reports Thereâ€s An Actual Russian Agent In Congress And He Has A Code Name,Ellen Barry,December 29  3036,FALSE
1020, Fox News Bans Gene Simmons For Life For Harassing Staff Off Camera,John Leland,December 29  3037,FALSE
1021, WATCH Nicolle Wallace Takes Trump To The Woodshed For Backing Pedophile Moore,Consortiumnewscom,December 29  3038,FALSE
1022, Pastor Goes Full Yâ€all Qaeda Defending Roy Moore He Only Wanted Teen Girls For Their â€˜Purityâ€,Parker Lee,December 29  3039,FALSE
1023, Trumpâ€s National Security Adviser Reportedly TRASHED Him â€“ This Is Epic,Kike GarcÃ­a,December 29  3040,FALSE
1024, Trumpâ€s Favorite News Channel Tries To Soothe His Battered Ego â€“ Gets Taken To The Cleaners,nan,December 29  3041,FALSE
1025, Texas Governor Just Broke With Trump This Is Unprecedented,Consortiumnewscom,December 29  3042,FALSE
1026, Conservative â€˜Christianâ€ Leader Kept A Sexual Assault Secret For A Republican Lawmaker,REALdeal,December 29  3043,FALSE
1027, GOP Senator Caught On Hot Mic Trashing His Own Party Over Roy Moore And Donald Trump VIDEO,nan,December 29  3044,FALSE
1028, Donald Trump Is Destroying The Countryâ€s Reputation And Hereâ€s Proof,AWR Hawkins,December 29  3045,FALSE
1029, Trump Just Got His P*ssy Handed To Him By New Zealandâ€s Female Prime Minister,Virginia Kruta,December 29  3046,FALSE
1030, Chaos Ensues After Man Accidentally Shoots Himself And Wife In Church During Gun Safety Talk,William F Jasper,December 29  3047,FALSE
1031, New Accuser Confirms She Got Roy Moore Banned From The Mall VIDEOS,Dr Susan Berry,December 29  3048,FALSE
1032, Roy Moore Is Asking People To Snitch On The Media And Heâ€s Getting Trolled HARD TWEETS,Activist Post,December 29  3049,FALSE
1033, Trump Admin Tosses Out Another Obama Rule â€“ His Sons Can Be Even Worse Douchebags Now,Investigative Historian Eric Zuesse Is The Author,December 29  3050,FALSE
1034, The Internet Lights Up After The Pentagon Accidentally Retweets A Call For Trump To Resign,Katherine Rodriguez,December 29  3051,FALSE
1035, AntiGay GOP Rep Gets BUSTED For Having Inappropriate Relations With A Man In His State Office,Motoko Rich,December 29  3052,FALSE
1036, That Time Trump Mocked Marco Rubio For Drinking Water Just Came Back To Haunt Him,Mikael Thalen,December 29  3053,FALSE
1037, WATCH Corporate CEOs SHOCK Trumpâ€s Economic Adviser With Truth About GOP Tax Cuts,Michael Patrick Leahy,December 29  3054,FALSE
1038, Texas Sheriff Threatens To Jail Truck Owner For AntiTrump Sticker SCREENSHOTS,Kaiser Sousa,December 29  3055,FALSE
1039, WATCH Delusional Trump Fans Lash Out At Fox Host For Reporting Facts Of Uranium One Deal,Tyler Durden,December 29  3056,FALSE
1040, Roy Moore Supporting Republican LOSES It After Being Called An Extremist,Heather Callaghan,December 29  3057,FALSE
1041, That Story Trump Just Told The Press About Obama And Air Force One NEVER Happened,Michael Krieger,December 29  3058,FALSE
1042, This 4Year Old Tweet From Donald Trump Shows Us Heâ€s AT LEAST As Perverted As Roy Moore,Eli Rosenberg,December 29  3059,FALSE
1043, OOPS Trump Judicial Nominee Didnâ€t Tell Congress About Marriage To White House Attorney,Eddy Lavine,December 29  3060,FALSE
1044, Trump Laughs After Philippine Leader Calls Journalists â€˜Spiesâ€ In Country Where Journalists Are Routinely Murdered,Frances Robles,December 29  3061,FALSE
1045, Watch Joe Biden Just Wrecked Trump In Six Words And Itâ€s Hilarious,Neil Munro,December 29  3062,FALSE
1046, BUSTED Leaked Documents Prove Trump Took Laundered Money From Russian Bank,Dumachii,December 29  3063,FALSE
1047, Perverted GOP State Rep Corners Lobbyist Tries To Force Her To Help With His â€˜Raging B**nerâ€,nan,December 29  3064,FALSE
1048, All Of Roy Mooreâ€s Former Colleagues Knew He Liked â€˜Datingâ€ Teenage Girls,nany,December 29  3065,FALSE
1049, WATCH Christian Right Founder Condemns Them For Supporting Nazis And Sexual Misconduct,AWR Hawkins,December 29  3066,FALSE
1050, Conservative â€˜Christianâ€ Leader Defends Pedophile GOP Candidate Roy Moore,Gerry McBride,December 29  3067,FALSE
1051, Trump Throws Intelligence Community Under The Bus To Side With Putin Despite Strong Evidence Of Russian Meddling,admin,December 29  3068,FALSE
1052, This Old Mike Pence Tweet Sure Is Uncomfortable Now That The G In MAGA Means Grope,Breitbart News,December 29  3069,FALSE
1053, Sean Hannity Just Said Child Molestation Is OK If Itâ€s â€˜Consensualâ€ VIDEO,RT,December 29  3070,FALSE
1054, Newsweek Just Made Their BEST Cover Ever And People Are Freaking Out,Kaitlyn Stegall,December 29  3071,FALSE
1055, Alabama Republican Just Defended Pedophilia Using The Bible,Alex Ansary,December 29  3072,FALSE
1056, GOP Senate Candidate Turns Out To Be A Disgusting Child Molester,Activist Post,December 29  3073,FALSE
1057, Senate Democrats Have Been Sneaking Around Behind GOPâ€s Back To Unravel Trump Administration,Neil Munro,December 29  3074,FALSE
1058, Sundayâ€s Massacre In Texas Bumped Columbine Out Of The Top Ten Deadliest US Mass Shootings,para para dinle,December 29  3075,FALSE
1059, Sean Hannity Barely Spends 6 Seconds On Last Nightâ€s Drubbing â€“ Revisits Trump â€˜Victoryâ€ Instead,Melena Ryzik,December 29  3076,FALSE
1060, Maine Voters Tell Trump To Go F*ck Himself Expand Medicaid Through Obamacare,Allum Bokhari,December 29  3077,FALSE
1061, WATCH Rick Santorum Torches Trump For Not Taking Responsibility For Electoral Bloodbath,Daily Bell Staff,December 29  3078,FALSE
1062, Trump Seething After Humiliating Virginia Elections Throws Ed Gillespie Under The Bus,Dr Patrick Slattery,December 29  3079,FALSE
1063, The Resistance Just Gave Trump A Huge F**CK YOU On Election Night,Erica Goode,December 29  3080,FALSE
1064, Trumpâ€s Justice Dept Realizes Prosecuting Woman For Laughing Is Stupid â€“ Drops Case Entirely,Winnie Hu,December 29  3081,FALSE
1065, Trump Jr Goes Full Dumba** On Twitter By Promoting Wrong Day Of Virginia Election,Adam Nossiter,December 29  3082,FALSE
1066, Trump Just Openly Called For A Third World War VIDEO,Jane Smith and Frances Robles,December 29  3083,FALSE
1067, OOPS Trump Agrees That People Like Him Should Be Treated â€˜Harshlyâ€ For Milking Their Country,Michael J de la Merced and Quentin Hardy,December 29  3084,FALSE
1068, Miss Texas Gave A VERY Unexpected Answer When Asked About Trump And Republicans Are Furious,stevew,December 29  3085,FALSE
1069, Trump Is Trying To Make Facebook Give Him Personal Info Of People Who Criticize Him,Ashwin Kumar,December 29  3086,FALSE
1070, Multiple Witnesses Confirm The Pee Pee Tapes Are Real,Pakalert,December 29  3087,FALSE
1071, Fox News Just Completed Transformation Into Safe Space For Fragile Snowflakey Donald Trump,Warner Todd Huston,December 29  3088,FALSE
1072, Trump Tells Japanese Diplomats He Never Knew There Were So Many Countries In The World,Poke Staff,December 29  3089,FALSE
1073, Latest From Conservatives God Was Answering Victimsâ€ Prayers By Letting Them Get Shot,Starkman,December 29  3090,FALSE
1074, University Of Texas Police Kick Humiliated Nazis Off Campus Before They Could Start Trouble,Nicholas Casey,December 29  3091,FALSE
1075, Russian Lawyer Drops Bomb On Donald Trump Jr Alleges Direct PayToPlay Attempt,Charles McDermid,December 29  3092,FALSE
1076, WATCH Republican Lawmaker Claims Forcing Women To Have Babies Will Help The Economy,Sam Albert,December 29  3093,FALSE
1077, Someone Tried To Cash In On Antifa With These 375 Jackets And Twitter Had A Field Day,Ian Hanchett,December 29  3094,FALSE
1078, Senator Delivers SCATHING Rebuke To His GOP Colleagues â€“ â€˜No One Is Safeâ€ Because Of You,BareNakedIslam,December 29  3095,FALSE
1079, A Reminder Of How Much The NRA Has Spent On Trump In Wake Of ANOTHER Mass Shooting,Lisa D Mickey,December 29  3096,FALSE
1080, 27 People Murdered In Texas Mass Shooting And Trumpâ€s Response Is Classic Racist,nan,December 29  3097,FALSE
1081, Trump Went To Japan And Immediately Proved He Knows Zilch About How Missiles Work,Maggie Haberman Alexander Burns and Ashley Parker,December 29  3098,FALSE
1082, The Walls Close In On Trump As His Disgraced National Security Adviser Faces Indictment From Team Mueller,nan,December 29  3099,FALSE
1083, Former Watergate Prosecutor Mueller Could Gag Trump On Russia,Danny Haiphong,December 29  3100,FALSE
1084, GOP Lawmaker Links Abortion To The Economy In One Bizarre And Horribly Offensive Rant VIDEO,Alex Ansary,December 29  3101,FALSE
1085, Hawaiians Had The Perfect Signs To Infuriate Trump When He Landed There,April Hamlin,December 29  3102,FALSE
1086, Trump Wants The Supreme Court To Punish Lawyers Who Win Cases Against His Administration,Charlie Spiering,December 29  3103,FALSE
1087, Hypocrite Ivanka Trump HUMILIATED For Calling For End To Sexual Harassment While Predator Dad Is In Japan With Her,Amanda Froelich,December 29  3104,FALSE
1088, After Pulling NFLRelated Ads Papa Johnâ€s Gets An Unlikely Sponsor Of Their Own Nazis,Emily Palmer,December 29  3105,FALSE
1089, Mike Pence Gets A Special Gift In His Office Mail Every Month And He Probably Burns It VIDEO,Susanne Craig,December 29  3106,FALSE
1090, With Just Two Words GOP Congressman ADMITS He Doesnâ€t Answer To His Constituents,Matthew Boyle,December 29  3107,FALSE
1091, One Hero Made Donald Trump Panic And Made Twitter Celebrate DETAILS,Dr Eowyn,December 29  3108,FALSE
1092, Sarah Huckabee Sanders SHREDDED By LA Times For TruthTwisting â€“ This Is Brilliant,Daniel Greenfield,December 29  3109,FALSE
1093, Trumpâ€s Energy Secretary Has An Idea For Stopping Sexual Assault â€“ This Is INSANE,Gerard Paul Gallon,December 29  3110,FALSE
1094, Jeff Sessions Oh You Mean THAT Russian Contact I Remember Now,Bob Price,December 29  3111,FALSE
1095, â€˜AltRightâ€ White House Reporter Gets Fooled By Fake Tweet Reports Upcoming Civil War,DavidSwanson,December 29  3112,FALSE
1096, Papa John Attacks The NFL And First Amendment After His Sh*tty Pizza Loses Him A Small Fortune,Geoffrey Grider,December 29  3113,FALSE
1097, Trump Is Literally Sabotaging The Case Against The NYC Terrorist By Not Keeping His Mouth Shut,Oliver JJ Lane,December 29  3114,FALSE
1098, 4 Reasons Why This LittleKnown Trump Aide Is More Dangerous To Trump Than Paul Manafort,Wil S Hylton,December 29  3115,FALSE
1099, Former Ambassador Accuses Trump Of Violating Constitution Every Time A Diplomat Visits, I canâ€t say Iâ€m happier than Iâ€ve ever been in my life without saying that my relationship with their mother did not make me happy or my children did not make me happy,December 29  3116,FALSE
